Surat,Ayat,Sentence #,Kata,Label
,,,menjadikan,O
,,,anak,O
,,,lembu,O
,,,sembahan,O
,,,sepeninggalnya,O
,,,dan,O
,,,kamu,O
,,,adalah,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,zalim,I-PER
2,52,Sentence: 59,kemudian,O
,,,sesudah,O
,,,itu,O
,,,kami,O
,,,maafkan,O
,,,kesalahanmu,O
,,,agar,O
,,,kamu,O
,,,bersyukur,O
2,53,Sentence: 60,dan,O
,,,ingatlah,O
,,,ketika,O
,,,kami,O
,,,berikan,O
,,,kepada,O
,,,musa,B-PER
,,,al,O
,,,kitab,O
,,,taurat,O
,,,dan,O
,,,keterangan,O
,,,yang,O
,,,membedakan,O
,,,antara,O
,,,yang,O
,,,benar,O
,,,dan,O
,,,yang,O
,,,salah,O
,,,agar,O
,,,kamu,O
,,,mendapat,O
,,,petunjuk,O
2,54,Sentence: 61,dan,O
,,,ingatlah,O
,,,ketika,O
,,,musa,B-PER
,,,berkata,O
,,,kepada,O
,,,kaumnya,O
,,,hai,O
,,,kaumku,O
,,,sesungguhnya,O
,,,kamu,O
,,,telah,O
,,,menganiaya,O
,,,dirimu,O
,,,sendiri,O
,,,karena,O
,,,kamu,O
,,,telah,O
,,,menjadikan,O
,,,anak,O
,,,lembu,O
,,,sembahanmu,O
,,,maka,O
,,,bertaubatlah,O
,,,kepada,O
,,,tuhan,O
,,,yang,O
,,,menjadikan,O
,,,kamu,O
,,,dan,O
,,,bunuhlah,O
,,,dirimu,O
,,,hal,O
,,,itu,O
,,,adalah,O
,,,lebih,O
,,,baik,O
,,,bagimu,O
,,,pada,O
,,,sisi,O
,,,tuhan,O
,,,yang,O
,,,menjadikan,O
,,,kamu,O
,,,maka,O
,,,allah,O
,,,akan,O
,,,menerima,O
,,,taubatmu,O
,,,sesungguhnya,O
,,,dialah,O
,,,yang,O
,,,maha,O
,,,penerima,O
,,,taubat,O
,,,lagi,O
,,,maha,O
,,,penyayang,O
2,55,Sentence: 62,dan,O
,,,ingatlah,O
,,,ketika,O
,,,kamu,O
,,,berkata,O
,,,hai,O
,,,musa,B-PER
,,,kami,O
,,,tidak,O
,,,akan,O
,,,beriman,O
,,,kepadamu,O
,,,sebelum,O
,,,kami,O
,,,melihat,O
,,,allah,O
,,,dengan,O
,,,terang,O
,,,karena,O
,,,itu,O
,,,kamu,O
,,,disambar,O
,,,halilintar,O
,,,sedang,O
,,,kamu,O
,,,menyaksikannya,O
2,56,Sentence: 63,setelah,O
,,,itu,O
,,,kami,O
,,,bangkitkan,O
,,,kamu,O
,,,sesudah,O
,,,kamu,O
,,,mati,O
,,,supaya,O
,,,kamu,O
,,,bersyukur,O
2,57,Sentence: 64,dan,O
,,,kami,O
,,,naungi,O
,,,kamu,O
,,,dengan,O
,,,awan,O
,,,dan,O
,,,kami,O
,,,turunkan,O
,,,kepadamu,O
,,,manna,O
,,,dan,O
,,,salwa,O
,,,makanlah,O
,,,dari,O
,,,makanan,O
,,,yang,O
,,,baik-baik,O
,,,yang,O
,,,telah,O
,,,kami,O
,,,berikan,O
,,,kepadamu,O
,,,dan,O
,,,tidaklah,O
,,,mereka,O
,,,menganiaya,O
,,,kami,O
,,,akan,O
,,,tetapi,O
,,,merekalah,O
,,,yang,O
,,,menganiaya,O
,,,diri,O
,,,mereka,O
,,,sendiri,O
2,58,Sentence: 65,dan,O
,,,ingatlah,O
,,,ketika,O
,,,kami,O
,,,berfirman,O
,,,masuklah,O
,,,kamu,O
,,,ke,O
,,,negeri,O
,,,ini,O
,,,baitul,O
,,,maqdis,O
,,,dan,O
,,,makanlah,O
,,,dari,O
,,,hasil,O
,,,buminya,O
,,,yang,O
,,,banyak,O
,,,lagi,O
,,,enak,O
,,,dimana,O
,,,yang,O
,,,kamu,O
,,,sukai,O
,,,dan,O
,,,masukilah,O
,,,pintu,O
,,,gerbangnya,O
,,,sambil,O
,,,bersujud,O
,,,dan,O
,,,katakanlah,O
,,,bebaskanlah,O
,,,kami,O
,,,dari,O
,,,dosa,O
,,,niscaya,O
,,,kami,O
,,,ampuni,O
,,,kesalahan-kesalahanmu,O
,,,dan,O
,,,kelak,O
,,,kami,O
,,,akan,O
,,,menambah,O
,,,pemberian,O
,,,kami,O
,,,kepada,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,berbuat,I-PER
,,,baik,I-PER
2,59,Sentence: 66,lalu,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,zalim,I-PER
,,,mengganti,O
,,,perintah,O
,,,dengan,O
,,,mengerjakan,O
,,,yang,O
,,,tidak,O
,,,diperintahkan,O
,,,kepada,O
,,,mereka,O
,,,sebab,O
,,,itu,O
,,,kami,O
,,,timpakan,O
,,,atas,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,zalim,I-PER
,,,itu,O
,,,dari,O
,,,langit,O
,,,karena,O
,,,mereka,O
,,,berbuat,O
,,,fasik,O
2,60,Sentence: 67,dan,O
,,,ingatlah,O
,,,ketika,O
,,,musa,O
,,,memohon,O
,,,air,O
,,,untuk,O
,,,kaumnya,O
,,,lalu,O
,,,kami,O
,,,berfirman,O
,,,pukullah,O
,,,batu,O
,,,itu,O
,,,dengan,O
,,,tongkatmu,O
,,,lalu,O
,,,memancarlah,O
,,,daripadanya,O
,,,dua,O
,,,belas,O
,,,mata,O
,,,air,O
,,,sungguh,O
,,,tiap-tiap,O
,,,suku,O
,,,telah,O
,,,mengetahui,O
,,,tempat,O
,,,minumnya,O
,,,masing-masing,O
,,,makan,O
,,,dan,O
,,,minumlah,O
,,,rezeki,O
,,,yang,O
,,,diberikan,O
,,,allah,O
,,,dan,O
,,,janganlah,O
,,,kamu,O
,,,berkeliaran,O
,,,di,O
,,,muka,O
,,,bumi,O
,,,dengan,O
,,,berbuat,O
,,,kerusakan,O
2,61,Sentence: 68,dan,O
,,,ingatlah,O
,,,ketika,O
,,,kamu,O
,,,berkata,O
,,,hai,O
,,,musa,B-PER
,,,kami,O
,,,tidak,O
,,,bisa,O
,,,sabar,O
,,,tahan,O
,,,dengan,O
,,,satu,O
,,,macam,O
,,,makanan,O
,,,saja,O
,,,sebab,O
,,,itu,O
,,,mohonkanlah,O
,,,untuk,O
,,,kami,O
,,,kepada,O
,,,tuhanmu,O
,,,agar,O
,,,dia,O
,,,mengeluarkan,O
,,,bagi,O
,,,kami,O
,,,dari,O
,,,apa,O
,,,yang,O
,,,ditumbuhkan,O
,,,bumi,O
,,,yaitu,O
,,,sayur-mayurnya,O
,,,ketimunnya,O
,,,bawang,O
,,,putihnya,O
,,,kacang,O
,,,adasnya,O
,,,dan,O
,,,bawang,O
,,,merahnya,O
,,,musa,B-PER
,,,berkata,O
,,,maukah,O
,,,kamu,O
,,,mengambil,O
,,,yang,O
,,,rendah,O
,,,sebagai,O
,,,pengganti,O
,,,yang,O
,,,lebih,O
,,,baik,O
,,,pergilah,O
,,,kamu,O
,,,ke,O
,,,suatu,O
,,,kota,O
,,,pasti,O
,,,kamu,O
,,,memperoleh,O
,,,apa,O
,,,yang,O
,,,kamu,O
,,,minta,O
,,,lalu,O
,,,ditimpahkanlah,O
,,,kepada,O
,,,mereka,O
,,,nista,O
,,,dan,O
,,,kehinaan,O
,,,serta,O
,,,mereka,O
,,,mendapat,O
,,,kemurkaan,O
,,,dari,O
,,,allah,O
,,,hal,O
,,,itu,O
,,,terjadi,O
,,,karena,O
,,,mereka,O
,,,selalu,O
,,,mengingkari,O
,,,ayat-ayat,O
,,,allah,O
,,,dan,O
,,,membunuh,O
,,,para,O
,,,nabi,O
,,,yang,O
,,,memang,O
,,,tidak,O
,,,dibenarkan,O
,,,demikian,O
,,,itu,O
,,,terjadi,O
,,,karena,O
,,,mereka,O
,,,selalu,O
,,,berbuat,O
,,,durhaka,O
,,,dan,O
,,,melampaui,O
,,,batas,O
2,62,Sentence: 69,sesungguhnya,O
,,,orang-orang,B-PER
,,,mukmin,I-PER
,,,orang-orang,B-PER
,,,yahudi,I-PER
,,,orang-orang,B-PER
,,,nasrani,I-PER
,,,dan,O
,,,orang-orang,B-PER
,,,shabiin,I-PER
,,,siapa,O
,,,saja,O
,,,diantara,O
,,,mereka,O
,,,yang,O
,,,benar-benar,O
,,,beriman,O
,,,kepada,O
,,,allah,O
,,,hari,O
,,,kemudian,O
,,,dan,O
,,,beramal,O
,,,saleh,O
,,,mereka,O
,,,akan,O
,,,menerima,O
,,,pahala,O
,,,dari,O
,,,tuhan,O
,,,mereka,O
,,,tidak,O
,,,ada,O
,,,kekhawatiran,O
,,,kepada,O
,,,mereka,O
,,,dan,O
,,,tidak,O
,,,pula,O
,,,mereka,O
,,,bersedih,O
,,,hati,O
2,63,Sentence: 70,dan,O
,,,ingatlah,O
,,,ketika,O
,,,kami,O
,,,mengambil,O
,,,janji,O
,,,dari,O
,,,kamu,O
,,,dan,O
,,,kami,O
,,,angkatkan,O
,,,gunung,O
,,,thursina,O
,,,di,O
,,,atasmu,O
,,,seraya,O
,,,kami,O
,,,berfirman,O
,,,peganglah,O
,,,teguh-teguh,O
,,,apa,O
,,,yang,O
,,,kami,O
,,,berikan,O
,,,kepadamu,O
,,,dan,O
,,,ingatlah,O
,,,selalu,O
,,,apa,O
,,,yang,O
,,,ada,O
,,,didalamnya,O
,,,agar,O
,,,kamu,O
,,,bertakwa,O
2,64,Sentence: 71,kemudian,O
,,,kamu,O
,,,berpaling,O
,,,setelah,O
,,,adanya,O
,,,perjanjian,O
,,,itu,O
,,,maka,O
,,,kalau,O
,,,tidak,O
,,,ada,O
,,,karunia,O
,,,allah,O
,,,dan,O
,,,rahmat-nya,O
,,,atasmu,O
,,,niscaya,O
,,,kamu,O
,,,tergolong,O
,,,orang,B-PER
,,,yang,I-PER
,,,rugi,I-PER
2,65,Sentence: 72,dan,O
,,,sesungguhnya,O
,,,telah,O
,,,kamu,O
,,,ketahui,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,melanggar,I-PER
,,,diantaramu,O
,,,pada,O
,,,hari,O
,,,sabtu,O
,,,lalu,O
,,,kami,O
,,,berfirman,O
,,,kepada,O
,,,mereka,O
,,,jadilah,O
,,,kamu,O
,,,kera,O
,,,yang,O
,,,hina,O
2,66,Sentence: 73,maka,O
,,,kami,O
,,,jadikan,O
,,,yang,O
,,,demikian,O
,,,itu,O
,,,peringatan,O
,,,bagi,O
,,,orang-orang,B-PER
,,,dimasa,I-PER
,,,itu,I-PER
,,,dan,O
,,,bagi,O
,,,mereka,O
,,,yang,O
,,,datang,O
,,,kemudian,O
,,,serta,O
,,,menjadi,O
,,,pelajaran,O
,,,bagi,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,bertakwa,I-PER
2,67,Sentence: 74,dan,O
,,,ingatlah,O
,,,ketika,O
,,,musa,B-PER
,,,berkata,O
,,,kepada,O
,,,kaumnya,O
,,,sesungguhnya,O
,,,allah,O
,,,menyuruh,O
,,,kamu,O
,,,menyembelih,O
,,,seekor,O
,,,sapi,O
,,,betina,O
,,,mereka,O
,,,berkata,O
,,,apakah,O
,,,kamu,O
,,,hendak,O
,,,menjadikan,O
,,,kami,O
,,,buah,O
,,,ejekan,O
,,,musa,B-PER
,,,menjawab,O
,,,aku,O
,,,berlindung,O
,,,kepada,O
,,,allah,O
,,,agar,O
,,,tidak,O
,,,menjadi,O
,,,salah,O
,,,seorang,O
,,,dari,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,jahil,I-PER
2,68,Sentence: 75,mereka,O
,,,menjawab,O
,,,mohonkanlah,O
,,,kepada,O
,,,tuhanmu,O
,,,untuk,O
,,,kami,O
,,,agar,O
,,,dia,O
,,,menerangkan,O
,,,kepada,O
,,,kami,O
,,,sapi,O
,,,betina,O
,,,apakah,O
,,,itu,O
,,,musa,B-PER
,,,menjawab,O
,,,sesungguhnya,O
,,,allah,O
,,,berfirman,O
,,,bahwa,O
,,,sapi,O
,,,betina,O
,,,itu,O
,,,adalah,O
,,,sapi,O
,,,betina,O
,,,yang,O
,,,tidak,O
,,,tua,O
,,,dan,O
,,,tidak,O
,,,muda,O
,,,pertengahan,O
,,,antara,O
,,,itu,O
,,,maka,O
,,,kerjakanlah,O
,,,apa,O
,,,yang,O
,,,diperintahkan,O
,,,kepadamu,O
2,69,Sentence: 76,mereka,O
,,,berkata,O
,,,mohonkanlah,O
,,,kepada,O
,,,tuhanmu,O
,,,untuk,O
,,,kami,O
,,,agar,O
,,,dia,O
,,,menerangkan,O
,,,kepada,O
,,,kami,O
,,,apa,O
,,,warnanya,O
,,,musa,B-PER
,,,menjawab,O
,,,sesungguhnya,O
,,,allah,O
,,,berfirman,O
,,,bahwa,O
,,,sapi,O
,,,betina,O
,,,itu,O
,,,adalah,O
,,,sapi,O
,,,betina,O
,,,yang,O
,,,kuning,O
,,,yang,O
,,,kuning,O
,,,tua,O
,,,warnanya,O
,,,lagi,O
,,,menyenangkan,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,memandangnya,I-PER
2,70,Sentence: 77,mereka,O
,,,berkata,O
,,,mohonkanlah,O
,,,kepada,O
,,,tuhanmu,O
,,,untuk,O
,,,kami,O
,,,agar,O
,,,dia,O
,,,menerangkan,O
,,,kepada,O
,,,kami,O
,,,bagaimana,O
,,,hakikat,O
,,,sapi,O
,,,betina,O
,,,itu,O
,,,karena,O
,,,sesungguhnya,O
,,,sapi,O
,,,itu,O
,,,masih,O
,,,samar,O
,,,bagi,O
,,,kami,O
,,,dan,O
,,,sesungguhnya,O
,,,kami,O
,,,insya,O
,,,allah,O
,,,akan,O
,,,mendapat,O
,,,petunjuk,O
,,,untuk,O
,,,memperoleh,O
,,,sapi,O
,,,itu,O
2,71,Sentence: 78,musa,B-PER
,,,berkata,O
,,,sesungguhnya,O
,,,allah,O
,,,berfirman,O
,,,bahwa,O
,,,sapi,O
,,,betina,O
,,,itu,O
,,,adalah,O
,,,sapi,O
,,,betina,O
,,,yang,O
,,,belum,O
,,,pernah,O
,,,dipakai,O
,,,untuk,O
,,,membajak,O
,,,tanah,O
,,,dan,O
,,,tidak,O
,,,pula,O
,,,untuk,O
,,,mengairi,O
,,,tanaman,O
,,,tidak,O
,,,bercacat,O
,,,tidak,O
,,,ada,O
,,,belangnya,O
,,,mereka,O
,,,berkata,O
,,,sekarang,O
,,,barulah,O
,,,kamu,O
,,,menerangkan,O
,,,hakikat,O
,,,sapi,O
,,,betina,O
,,,yang,O
,,,sebenarnya,O
,,,kemudian,O
,,,mereka,O
,,,menyembelihnya,O
,,,dan,O
,,,hampir,O
,,,saja,O
,,,mereka,O
,,,tidak,O
,,,melaksanakan,O
,,,perintah,O
,,,itu,O
2,72,Sentence: 79,dan,O
,,,ingatlah,O
,,,ketika,O
,,,kamu,O
,,,membunuh,O
,,,seorang,O
,,,manusia,O
,,,lalu,O
,,,kamu,O
,,,saling,O
,,,tuduh,O
,,,menuduh,O
,,,tentang,O
,,,itu,O
,,,dan,O
,,,allah,O
,,,hendak,O
,,,menyingkapkan,O
,,,apa,O
,,,yang,O
,,,selama,O
,,,ini,O
,,,kamu,O
,,,sembunyikan,O
2,73,Sentence: 80,lalu,O
,,,kami,O
,,,berfirman,O
,,,pukullah,O
,,,mayat,O
,,,itu,O
,,,dengan,O
,,,sebahagian,O
,,,anggota,O
,,,sapi,O
,,,betina,O
,,,itu!,O
,,,demikianlah,O
,,,allah,O
,,,menghidupkan,O
,,,kembali,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,telah,I-PER
,,,mati,I-PER
,,,dam,O
,,,memperlihatkan,O
,,,padamu,O
,,,tanda-tanda,O
,,,kekuasaan-nya,O
,,,agar,O
,,,kamu,O
,,,mengerti,O
2,74,Sentence: 81,kemudian,O
,,,setelah,O
,,,itu,O
,,,hatimu,O
,,,menjadi,O
,,,keras,O
,,,seperti,O
,,,batu,O
,,,bahkan,O
,,,lebih,O
,,,keras,O
,,,lagi,O
,,,padahal,O
,,,diantara,O
,,,batu-batu,O
,,,itu,O
,,,sungguh,O
,,,ada,O
,,,yang,O
,,,mengalir,O
,,,sungai-sungai,O
,,,dari,O
,,,padanya,O
,,,dan,O
,,,diantaranya,O
,,,sungguh,O
,,,ada,O
,,,yang,O
,,,terbelah,O
,,,lalu,O
,,,keluarlah,O
,,,mata,O
,,,air,O
,,,dari,O
,,,padanya,O
,,,dan,O
,,,diantaranya,O
,,,sungguh,O
,,,ada,O
,,,yang,O
,,,meluncur,O
,,,jatuh,O
,,,karena,O
,,,takut,O
,,,kepada,O
,,,allah,O
,,,dan,O
,,,allah,O
,,,sekali-sekali,O
,,,tidak,O
,,,lengah,O
,,,dari,O
,,,apa,O
,,,yang,O
,,,kamu,O
,,,kerjakan,O
2,75,Sentence: 82,apakah,O
,,,kamu,O
,,,masih,O
,,,mengharapkan,O
,,,mereka,O
,,,akan,O
,,,percaya,O
,,,kepadamu,O
,,,padahal,O
,,,segolongan,O
,,,dari,O
,,,mereka,O
,,,mendengar,O
,,,firman,O
,,,allah,O
,,,lalu,O
,,,mereka,O
,,,mengubahnya,O
,,,setelah,O
,,,mereka,O
,,,memahaminya,O
,,,sedang,O
,,,mereka,O
,,,mengetahui,O
2,76,Sentence: 83,dan,O
,,,apabila,O
,,,mereka,O
,,,berjumpa,O
,,,dengan,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,mereka,O
,,,berkata,O
,,,kamipun,O
,,,telah,O
,,,beriman,O
,,,tetapi,O
,,,apabila,O
,,,mereka,O
,,,berada,O
,,,sesama,O
,,,mereka,O
,,,saja,O
,,,lalu,O
,,,mereka,O
,,,berkata,O
,,,apakah,O
,,,kamu,O
,,,menceritakan,O
,,,kepada,O
,,,mereka,O
,,,orang-orang,B-PER
,,,mukmin,I-PER
,,,apa,O
,,,yang,O
,,,telah,O
,,,diterangkan,O
,,,allah,O
,,,kepadamu,O
,,,supaya,O
,,,dengan,O
,,,demikian,O
,,,mereka,O
,,,dapat,O
,,,mengalahkan,O
,,,hujjahmu,O
,,,di,O
,,,hadapan,O
,,,tuhanmu,O
,,,tidakkah,O
,,,kamu,O
,,,mengerti,O
2,77,Sentence: 84,tidakkah,O
,,,mereka,O
,,,mengetahui,O
,,,bahwa,O
,,,allah,O
,,,mengetahui,O
,,,segala,O
,,,yang,O
,,,mereka,O
,,,sembunyikan,O
,,,dan,O
,,,segala,O
,,,yang,O
,,,mereka,O
,,,nyatakan,O
2,78,Sentence: 85,dan,O
,,,diantara,O
,,,mereka,O
,,,ada,O
,,,yang,O
,,,buta,O
,,,huruf,O
,,,tidak,O
,,,mengetahui,O
,,,al,O
,,,kitab,O
,,,taurat,O
,,,kecuali,O
,,,dongengan,O
,,,bohong,O
,,,belaka,O
,,,dan,O
,,,mereka,O
,,,hanya,O
,,,menduga-duga,O
2,79,Sentence: 86,maka,O
,,,kecelakaan,O
,,,yang,O
,,,besarlah,O
,,,bagi,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,menulis,I-PER
,,,al,I-PER
,,,kitab,I-PER
,,,dengan,O
,,,tangan,O
,,,mereka,O
,,,sendiri,O
,,,lalu,O
,,,dikatakannya,O
,,,ini,O
,,,dari,O
,,,allah,O
,,,dengan,O
,,,maksud,O
,,,untuk,O
,,,memperoleh,O
,,,keuntungan,O
,,,yang,O
,,,sedikit,O
,,,dengan,O
,,,perbuatan,O
,,,itu,O
,,,maka,O
,,,kecelakaan,O
,,,yang,O
,,,besarlah,O
,,,bagi,O
,,,mereka,O
,,,akibat,O
,,,apa,O
,,,yang,O
,,,ditulis,O
,,,oleh,O
,,,tangan,O
,,,mereka,O
,,,sendiri,O
,,,dan,O
,,,kecelakaan,O
,,,yang,O
,,,besarlah,O
,,,bagi,O
,,,mereka,O
,,,akibat,O
,,,apa,O
,,,yang,O
,,,mereka,O
,,,kerjakan,O
2,80,Sentence: 87,dan,O
,,,mereka,O
,,,berkata,O
,,,kami,O
,,,sekali-kali,O
,,,tidak,O
,,,akan,O
,,,disentuh,O
,,,oleh,O
,,,api,O
,,,neraka,O
,,,kecuali,O
,,,selama,O
,,,beberapa,O
,,,hari,O
,,,saja,O
,,,katakanlah,O
,,,sudahkah,O
,,,kamu,O
,,,menerima,O
,,,janji,O
,,,dari,O
,,,allah,O
,,,sehingga,O
,,,allah,O
,,,tidak,O
,,,akan,O
,,,memungkiri,O
,,,janji-nya,O
,,,ataukah,O
,,,kamu,O
,,,hanya,O
,,,mengatakan,O
,,,terhadap,O
,,,allah,O
,,,apa,O
,,,yang,O
,,,tidak,O
,,,kamu,O
,,,ketahui,O
2,81,Sentence: 88,bukan,O
,,,demikian,O
,,,yang,O
,,,benar,O
,,,barangsiapa,O
,,,berbuat,O
,,,dosa,O
,,,dan,O
,,,ia,O
,,,telah,O
,,,diliputi,O
,,,oleh,O
,,,dosanya,O
,,,mereka,O
,,,itulah,O
,,,penghuni,O
,,,neraka,O
,,,mereka,O
,,,kekal,O
,,,di,O
,,,dalamnya,O
2,82,Sentence: 89,dan,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,beriman,I-PER
,,,serta,O
,,,beramal,O
,,,saleh,O
,,,mereka,O
,,,itu,O
,,,penghuni,O
,,,surga,O
,,,mereka,O
,,,kekal,O
,,,di,O
,,,dalamnya,O
2,83,Sentence: 90,dan,O
,,,ingatlah,O
,,,ketika,O
,,,kami,O
,,,mengambil,O
,,,janji,O
,,,dari,O
,,,bani,B-PER
,,,israil,I-PER
,,,yaitu,O
,,,janganlah,O
,,,kamu,O
,,,menyembah,O
,,,selain,O
,,,allah,O
,,,dan,O
,,,berbuat,O
,,,kebaikanlah,O
,,,kepada,O
,,,ibu,O
,,,bapa,O
,,,kaum,O
,,,kerabat,O
,,,anak-anak,B-PER
,,,yatim,I-PER
,,,dan,O
,,,orang-orang,B-PER
,,,miskin,I-PER
,,,serta,O
,,,ucapkanlah,O
,,,kata-kata,O
,,,yang,O
,,,baik,O
,,,kepada,O
,,,manusia,O
,,,dirikanlah,O
,,,shalat,O
,,,dan,O
,,,tunaikanlah,O
,,,zakat,O
,,,kemudian,O
,,,kamu,O
,,,tidak,O
,,,memenuhi,O
,,,janji,O
,,,itu,O
,,,kecuali,O
,,,sebahagian,O
,,,kecil,O
,,,daripada,O
,,,kamu,O
,,,dan,O
,,,kamu,O
,,,selalu,O
,,,berpaling,O
2,84,Sentence: 91,dan,O
,,,ingatlah,O
,,,ketika,O
,,,kami,O
,,,mengambil,O
,,,janji,O
,,,dari,O
,,,kamu,O
,,,yaitu,O
,,,kamu,O
,,,tidak,O
,,,akan,O
,,,menumpahkan,O
,,,darahmu,O
,,,membunuh,O
,,,orang,O
,,,dan,O
,,,kamu,O
,,,tidak,O
,,,akan,O
,,,mengusir,O
,,,dirimu,O
,,,saudaramu,O
,,,sebangsa,O
,,,dari,O
,,,kampung,O
,,,halamanmu,O
,,,kemudian,O
,,,kamu,O
,,,berikrar,O
,,,akan,O
,,,memenuhinya,O
,,,sedang,O
,,,kamu,O
,,,mempersaksikannya,O
2,85,Sentence: 92,kemudian,O
,,,kamu,O
,,,bani,B-PER
,,,israil,I-PER
,,,membunuh,O
,,,dirimu,O
,,,saudaramu,O
,,,sebangsa,O
,,,dan,O
,,,mengusir,O
,,,segolongan,O
,,,daripada,O
,,,kamu,O
,,,dari,O
,,,kampung,O
,,,halamannya,O
,,,kamu,O
,,,bantu,O
,,,membantu,O
,,,terhadap,O
,,,mereka,O
,,,dengan,O
,,,membuat,O
,,,dosa,O
,,,dan,O
,,,permusuhan,O
,,,tetapi,O
,,,jika,O
,,,mereka,O
,,,datang,O
,,,kepadamu,O
,,,sebagai,O
,,,tawanan,O
,,,kamu,O
,,,tebus,O
,,,mereka,O
,,,padahal,O
,,,mengusir,O
,,,mereka,O
,,,itu,O
,,,juga,O
,,,terlarang,O
,,,bagimu,O
,,,apakah,O
,,,kamu,O
,,,beriman,O
,,,kepada,O
,,,sebahagian,O
,,,al,O
,,,kitab,O
,,,taurat,O
,,,dan,O
,,,ingkar,O
,,,terhadap,O
,,,sebahagian,O
,,,yang,O
,,,lain?,O
,,,tiadalah,O
,,,balasan,O
,,,bagi,O
,,,orang,O
,,,yang,O
,,,berbuat,O
,,,demikian,O
,,,daripadamu,O
,,,melainkan,O
,,,kenistaan,O
,,,dalam,O
,,,kehidupan,O
,,,dunia,O
,,,dan,O
,,,pada,O
,,,hari,O
,,,kiamat,O
,,,mereka,O
,,,dikembalikan,O
,,,kepada,O
,,,siksa,O
,,,yang,O
,,,sangat,O
,,,berat,O
,,,allah,O
,,,tidak,O
,,,lengah,O
,,,dari,O
,,,apa,O
,,,yang,O
,,,kamu,O
,,,perbuat,O
2,86,Sentence: 93,itulah,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,membeli,I-PER
,,,kehidupan,I-PER
,,,dunia,I-PER
,,,dengan,O
,,,kehidupan,O
,,,akhirat,O
,,,maka,O
,,,tidak,O
,,,akan,O
,,,diringankan,O
,,,siksa,O
,,,mereka,O
,,,dan,O
,,,mereka,O
,,,tidak,O
,,,akan,O
,,,ditolong,O
2,87,Sentence: 94,dan,O
,,,sesungguhnya,O
,,,kami,O
,,,telah,O
,,,mendatangkan,O
,,,al,O
,,,kitab,O
,,,taurat,O
,,,kepada,O
,,,musa,B-PER
,,,dan,O
,,,kami,O
,,,telah,O
,,,menyusulinya,O
,,,berturut-turut,O
,,,sesudah,O
,,,itu,O
,,,dengan,O
,,,rasul-rasul,O
,,,dan,O
,,,telah,O
,,,kami,O
,,,berikan,O
,,,bukti-bukti,O
,,,kebenaran,O
,,,mukjizat,O
,,,kepada,O
,,,isa,B-PER
,,,putera,O
,,,maryam,O
,,,dan,O
,,,kami,O
,,,memperkuatnya,O
,,,dengan,O
,,,ruhul,O
,,,qudus,O
,,,apakah,O
,,,setiap,O
,,,datang,O
,,,kepadamu,O
,,,seorang,O
,,,rasul,O
,,,membawa,O
,,,sesuatu,O
,,,pelajaran,O
,,,yang,O
,,,tidak,O
,,,sesuai,O
,,,dengan,O
,,,keinginanmu,O
,,,lalu,O
,,,kamu,O
,,,menyombong,O
,,,maka,O
,,,beberapa,O
,,,orang,O
,,,diantara,O
,,,mereka,O
,,,kamu,O
,,,dustakan,O
,,,dan,O
,,,beberapa,O
,,,orang,O
,,,yang,O
,,,lain,O
,,,kamu,O
,,,bunuh,O
2,88,Sentence: 95,dan,O
,,,mereka,O
,,,berkata,O
,,,hati,O
,,,kami,O
,,,tertutup,O
,,,tetapi,O
,,,sebenarnya,O
,,,allah,O
,,,telah,O
,,,mengutuk,O
,,,mereka,O
,,,karena,O
,,,keingkaran,O
,,,mereka,O
,,,maka,O
,,,sedikit,O
,,,sekali,O
,,,mereka,B-PER
,,,yang,I-PER
,,,beriman,I-PER
2,89,Sentence: 96,dan,O
,,,setelah,O
,,,datang,O
,,,kepada,O
,,,mereka,O
,,,al,O
,,,quran,O
,,,dari,O
,,,allah,O
,,,yang,O
,,,membenarkan,O
,,,apa,O
,,,yang,O
,,,ada,O
,,,pada,O
,,,mereka,O
,,,padahal,O
,,,sebelumnya,O
,,,mereka,O
,,,biasa,O
,,,memohon,O
,,,kedatangan,O
,,,nabi,O
,,,untuk,O
,,,mendapat,O
,,,kemenangan,O
,,,atas,O
,,,orang-orang,B-PER
,,,kafir,I-PER
,,,maka,O
,,,setelah,O
,,,datang,O
,,,kepada,O
,,,mereka,O
,,,apa,O
,,,yang,O
,,,telah,O
,,,mereka,O
,,,ketahui,O
,,,mereka,O
,,,lalu,O
,,,ingkar,O
,,,kepadanya,O
,,,maka,O
,,,laknat,O
,,,allah-lah,O
,,,atas,O
,,,orang-orang,B-PER
,,,yang,I-PER
,,,ingkar,I-PER
,,,itu,O
2,90,Sentence: 97,alangkah,O
